Temp. level:    1.000     Acceptance ratio:    0.230     Current cost:        1.330
Temp. level:    0.850     Acceptance ratio:    0.140     Current cost:        0.570
Temp. level:    0.722     Acceptance ratio:    0.000     Current cost:        0.570
  total cost =  0.0000000E+00
