-122.582499192846, 44.630798526352, 1278.09
-122.577350747995, 44.4965567542491, 1231.5
-122.583275407254, 44.3117213494441, 1092.78
-122.621535475606, 44.5341084727435, 852.894
-122.592510692702, 44.7376073065009, 783.105
-122.649073633388, 44.3148693977011, 771.975
-122.625078280781, 44.6674508024873, 760.823
-122.645746137095, 44.6182063333239, 718.47
-122.623378645797, 44.4715972287827, 746.023
-122.945833246271, 44.3166682824194, 652.991
-122.86341106711, 44.3989672582815, 647.256
-122.577501445818, 44.4266251108253, 633.398
-122.615042243731, 44.382552435227, 631.458
-122.70245863972, 44.3416278078858, 626.309
-122.870765712162, 44.3166682824194, 564.539
-122.781743053075, 44.3132953735726, 539.171
-122.92074680147, 44.4225776202091, 517.012
-122.672509013201, 44.436518976776, 514.327
-122.682514875317, 44.519942255587, 482.485
-122.727502659679, 44.6726225960524, 462.558
-122.581751281234, 44.5757076818542, 455.591
-122.902450589032, 44.4675497381666, 430.333
-122.960021630074, 44.5048765960712, 433.695
-122.739122268833, 44.441690770341, 415.213
-122.655777859331, 44.7484006148106, 415.378
-122.985132391144, 44.4365189767759, 409.731
-122.716532239163, 44.6098864915018, 399.581
-122.841514366621, 44.4549575451385, 391.778
-122.678313879897, 44.3857004834841, 381.444
-122.80004728991, 44.3791795263802, 381.912
-122.874932330657, 44.5266880732806, 370.326
-122.68680437249, 44.5691867247503, 354.881
-122.786688138731, 44.4875623306576, 341.366
-122.73003405337, 44.7540221295553, 334.757
-123.012608337128, 44.323414100113, 310.621
-122.744295962253, 44.532534448615, 286.782
-122.816479436098, 44.6800429955154, 283.308
-122.671521753558, 44.7007301697758, 266.023
-122.783276443706, 44.7283880223196, 247.869
-122.972396610821, 44.7524481054268, 247.27
-122.795164540936, 44.564239791775, 227.24
-122.884198241594, 44.6674508024873, 222.376
-123.016510977228, 44.6541840276899, 205.687
-122.784309390667, 44.6092119097324, 179.18
-123.204240322283, 44.6559829124081, 168.63
-123.054922492944, 44.456531569267, 178.584
-123.139234141166, 44.6717231536932, 159.859
-122.851871171598, 44.721642204626, 158.956
-122.954252980836, 44.3800789687394, 156.86
-123.050958046929, 44.714221805163, 143.784
-122.914065607906, 44.5817789177784, 119.593
-123.151753832521, 44.7425542394762, 114.803
-122.849201833229, 44.5966197167044, 109.681
-122.905861782655, 44.7499746389392, 110.454
-123.033484761576, 44.3958192100245, 106.697
-123.12750833551, 44.3333079660637, 104.76
-123.019897882572, 44.5732342153665, 100.2
-122.915123131628, 44.6267510357358, 97.9402
-123.127493588989, 44.4407913279819, 95.8076
-122.964989147077, 44.5507481563878, 94.8861
-123.193221461348, 44.4832899794517, 96.8867
-123.065724323813, 44.3524211161956, 92.5738
-122.926771722542, 44.7050025209817, 92.7422
-123.200829885203, 44.5332090303844, 91.6946
-123.159968636753, 44.3800789687394, 96.3863
-123.189069149941, 44.3225146577539, 91.739
-123.022091788263, 44.526238352101, 88
-123.114977165985, 44.519942255587, 86.4677
-123.100056963333, 44.3924463011777, 87.8116
-122.970922733688, 44.603365534398, 85.8886
-123.125048190719, 44.6049395585265, 83.6015
-123.195928398339, 44.4324714861598, 83.4224
-123.080828692112, 44.5608668829282, 82.9263
-122.989130678815, 44.6951086550311, 79.8152
-123.052612333343, 44.6125848185792, 77.4525
-123.197330272372, 44.5874004325231, 77.0198
-123.20517894421, 44.7041030786226, 73.9073
-123.084079421609, 44.7517735236574, 65.206
